"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE967414621903";"Windrad Mitte";"In Betrieb";"15.1.2024";"17.3.2024";"Wind";"1";"1";"04758";"Cavertitz";"(natürliche Person)";"ABR900134283549";"29.5.2024"
"SEE992963008448";"Windrad Garage";"In Betrieb";"15.1.2024";"17.3.2024";"Wind";"1";"1";"04758";"Cavertitz";"(natürliche Person)";"ABR900134283549";"17.3.2024"
"SEE980798369285";"S1";"In Betrieb";"15.3.2024";"15.3.2024";"Wind";"5700";"5700";"47608";"Geldern";"Bürgerwindrad Steinstraße Nord GmbH & Co. KG";"ABR912820961075";"30.5.2024"
"SEE969786545108";"Gehrde WEA 1";"In Planung";"";"15.3.2024";"Wind";"4200";"4200";"49596";"Gehrde";"ENOVA Windpark Gehrde Betriebs GmbH & Co. KG";"ABR971256620307";"5.7.2024"
"SEE955176114917";"Windpark Seske WEA 5";"In Planung";"";"15.3.2024";"Wind";"5560";"5560";"33100";"Paderborn";"Seske GmbH & Co.KG";"ABR929346409035";"8.4.2024"
"SEE965454462043";"WEA 1";"In Planung";"";"15.3.2024";"Wind";"6600";"6600";"26939";"Ovelgönne";"wpd Windenergieanlage Ovelgönne-Niederort GmbH & Co. KG";"ABR945337780846";"15.3.2024"
"SEE930408131801";"WEA II";"In Planung";"";"15.3.2024";"Wind";"5600";"5600";"37296";"Ringgau";"eno energy GmbH";"ABR918822616838";"15.3.2024"
"SEE934337846256";"Gehrde WEA 2";"In Planung";"";"15.3.2024";"Wind";"4200";"4200";"49596";"Gehrde";"ENOVA Windpark Gehrde Betriebs GmbH & Co. KG";"ABR971256620307";"5.7.2024"
"SEE926054157951";"Gehrde WEA 3";"In Planung";"";"15.3.2024";"Wind";"4200";"4200";"49596";"Gehrde";"ENOVA Windpark Gehrde Betriebs GmbH & Co. KG";"ABR971256620307";"5.7.2024"
"SEE945208885090";"Windmühle auf Pultdach";"In Planung";"";"15.3.2024";"Wind";"1";"1";"21035";"Hamburg";"(natürliche Person)";"ABR988726481641";"15.3.2024"
"SEE932402140650";"Herkentrup West";"In Betrieb";"26.2.2024";"14.3.2024";"Wind";"4500";"4500";"48329";"Havixbeck";"Windpark Herkentrup GmbH & Co. KG";"ABR986897961979";"28.4.2024"
"SEE971314624964";"Herkentrup Mitte";"In Betrieb";"26.2.2024";"14.3.2024";"Wind";"4500";"4500";"48329";"Havixbeck";"Windpark Herkentrup GmbH & Co. KG";"ABR986897961979";"18.4.2024"
"SEE933512787414";"Herkentrup Ost";"In Betrieb";"28.2.2024";"14.3.2024";"Wind";"4500";"4500";"48329";"Havixbeck";"Windpark Herkentrup GmbH & Co. KG";"ABR986897961979";"18.4.2024"
"SEE966964195414";"Norddeutsche Energie Windpark 36 GmbH & Co.KG";"In Betrieb";"12.3.2024";"14.3.2024";"Wind";"4200";"4200";"18516";"Süderholz";"Infrastruktur Willerswalde GbR";"ABR953934862841";"14.3.2024"
"SEE939139305338";"WEA Drentwede";"In Betrieb";"14.3.2024";"14.3.2024";"Wind";"2350";"2350";"49406";"Drentwede";"WEA Drentwede GmbH & Co. KG";"ABR954204452571";"13.5.2024"
"SEE963477331513";"WEA 1, 1603234";"In Betrieb";"13.3.2024";"14.3.2024";"Wind";"5560";"5560";"86925";"Fuchstal";"Bürgerwind Fuchstal Gemeindewald GmbH & Co. KG";"ABR995140423799";"14.3.2024"
"SEE914621410868";"WP Süstedt WEA 02";"In Betrieb";"11.3.2024";"14.3.2024";"Wind";"5560";"5560";"27305";"Bruchhausen-Vilsen";"2. SES Wind-Betriebs GmbH & Co. KG";"ABR992028030162";"15.4.2024"
"SEE948238694151";"WP Süstedt WEA 12";"In Betrieb";"13.3.2024";"14.3.2024";"Wind";"5560";"5560";"27305";"Bruchhausen-Vilsen";"WP GE Süstedt GmbH & Co. KG";"ABR939455035278";"15.4.2024"
"SEE979423686064";"WP Süstedt WEA 03";"In Betrieb";"8.3.2024";"14.3.2024";"Wind";"5560";"5560";"27305";"Bruchhausen-Vilsen";"3. SES Wind-Betriebs GmbH & Co. KG";"ABR912066915481";"15.4.2024"
"SEE943272074174";"ABO Wind WP Flechtdorf WEA 3";"In Planung";"";"14.3.2024";"Wind";"6000";"6000";"34519";"Diemelsee";"ABO Wind WP Flechtdorf GmbH & Co. KG";"ABR901375540033";"11.10.2024"
"SEE910879042318";"ABO Wind WP Flechtdorf WEA 4";"In Planung";"";"14.3.2024";"Wind";"6000";"6000";"34519";"Diemelsee";"ABO Wind WP Flechtdorf GmbH & Co. KG";"ABR901375540033";"11.10.2024"
"SEE962664378720";"ABO Wind WP Flechtdorf WEA 5";"In Planung";"";"14.3.2024";"Wind";"6000";"6000";"34497";"Korbach";"ABO Wind WP Flechtdorf GmbH & Co. KG";"ABR901375540033";"11.10.2024"
"SEE974052049082";"Nordex N149";"In Betrieb";"13.3.2024";"13.3.2024";"Wind";"5700";"5700";"59469";"Ense";"JBB Energie GmbH & Co.KG";"ABR903292854880";"9.8.2024"
"SEE974295894647";"WEA EW01";"In Planung";"";"13.3.2024";"Wind";"6200";"6200";"57319";"Bad Berleburg";"Eurowind Energy GmbH";"ABR928567608968";"14.3.2024"
"SEE985949030144";"WEA EW02";"In Planung";"";"13.3.2024";"Wind";"6200";"6200";"57319";"Bad Berleburg";"Eurowind Energy GmbH";"ABR928567608968";"14.3.2024"
"SEE986404448658";"WEA EW03";"In Planung";"";"13.3.2024";"Wind";"6200";"6200";"57319";"Bad Berleburg";"Eurowind Energy GmbH";"ABR928567608968";"14.3.2024"
"SEE940237639461";"WEA Mahlsdorf 02";"In Planung";"";"13.3.2024";"Wind";"5600";"5600";"15938";"Steinreich";"UKA Umweltgerechte Kraftanlagen GmbH & Co. KG";"ABR999408386086";"13.3.2024"
"SEE969979784079";"Nohfelden-Zallenberg WEA 1";"In Planung";"";"13.3.2024";"Wind";"6200";"6200";"66625";"Nohfelden";"VSE AG";"ABR960871901731";"27.3.2024"
"SEE977541316238";"Nohfelden-Zallenberg WEA 2";"In Planung";"";"13.3.2024";"Wind";"6200";"6200";"66625";"Nohfelden";"VSE AG";"ABR960871901731";"27.3.2024"
"SEE988811939033";"ABO Wind WP Flechtdorf WEA 2";"In Planung";"";"13.3.2024";"Wind";"6000";"6000";"34519";"Diemelsee";"ABO Wind WP Flechtdorf GmbH & Co. KG";"ABR901375540033";"11.10.2024"
"SEE985614107720";"WEA Dornbock 18";"In Betrieb";"7.3.2024";"12.3.2024";"Wind";"5700";"5700";"06386";"Osternienburger Land";"Windpark Drosa Drei GmbH & Co. KG";"ABR994503590451";"12.6.2024"
"SEE978659743671";"WEA 3, 1603236";"In Betrieb";"29.2.2024";"12.3.2024";"Wind";"5560";"5560";"86925";"Fuchstal";"Bürgerwind Fuchstal Gemeindewald GmbH & Co. KG";"ABR995140423799";"14.3.2024"
"SEE906073513822";"WEA Dornbock D-3";"In Betrieb";"6.3.2024";"12.3.2024";"Wind";"6800";"6800";"06386";"Osternienburger Land";"UGE Kleinpaschleben-Drosa GmbH & Co. KG Umweltgerechte Energie";"ABR985852219667";"30.5.2024"
"SEE987305938064";"WEA Dornbock K-1";"In Betrieb";"7.3.2024";"12.3.2024";"Wind";"6800";"6800";"06386";"Osternienburger Land";"UGE Kleinpaschleben-Drosa GmbH & Co. KG Umweltgerechte Energie";"ABR985852219667";"7.6.2024"
"SEE909744438998";"WP10";"In Betrieb";"7.3.2024";"12.3.2024";"Wind";"5560";"5560";"74731";"Walldürn";"WP10 GmbH & Co. KG";"ABR949361031172";"26.3.2024"
"SEE922364808989";"Am Wind Mühle 5 GmbH & Co KG";"In Betrieb";"7.3.2024";"12.3.2024";"Wind";"4200";"4200";"21385";"Amelinghausen";"Am Wind Mühle 5 GmbH & Co KG";"ABR901065158234";"26.9.2024"
"SEE947676873944";"WEA 1";"In Planung";"";"12.3.2024";"Wind";"5600";"5600";"33034";"Brakel";"Bürgerwind Hembsen GmbH & Co. KG";"ABR931981906398";"17.4.2024"
"SEE935413705405";"ABO Wind WP Flechtdorf WEA 1";"In Planung";"";"12.3.2024";"Wind";"6000";"6000";"34519";"Diemelsee";"ABO Wind WP Flechtdorf GmbH & Co. KG";"ABR901375540033";"11.10.2024"
"SEE912033585518";"WPR BM02";"In Planung";"";"11.3.2024";"Wind";"5500";"5500";"50129";"Bergheim";"MVV Windenergie GmbH";"ABR982511102919";"11.3.2024"
"SEE933663943257";"WEA 1";"In Planung";"";"11.3.2024";"Wind";"5500";"5500";"29575";"Altenmedingen";"SAB Projektentwicklung GmbH & Co. KG";"ABR946530241639";"25.4.2024"
"SEE985309600826";"WEA 2";"In Planung";"";"11.3.2024";"Wind";"5500";"5500";"29575";"Altenmedingen";"SAB Projektentwicklung GmbH & Co. KG";"ABR946530241639";"25.4.2024"
"SEE964451536085";"WEA 3";"In Planung";"";"11.3.2024";"Wind";"5500";"5500";"29591";"Römstedt";"SAB Projektentwicklung GmbH & Co. KG";"ABR946530241639";"25.4.2024"
"SEE984489285557";"WEA 4";"In Planung";"";"11.3.2024";"Wind";"5500";"5500";"29575";"Altenmedingen";"SAB Projektentwicklung GmbH & Co. KG";"ABR946530241639";"25.4.2024"
"SEE946005468165";"WEA 5";"In Planung";"";"11.3.2024";"Wind";"5500";"5500";"29575";"Altenmedingen";"SAB Projektentwicklung GmbH & Co. KG";"ABR946530241639";"25.4.2024"
"SEE914971182200";"WEA 6";"In Planung";"";"11.3.2024";"Wind";"5500";"5500";"29575";"Altenmedingen";"SAB Projektentwicklung GmbH & Co. KG";"ABR946530241639";"25.4.2024"
"SEE993073866515";"WEA 7";"In Planung";"";"11.3.2024";"Wind";"5500";"5500";"29591";"Römstedt";"SAB Projektentwicklung GmbH & Co. KG";"ABR946530241639";"25.4.2024"
"SEE932898188563";"WEA 8";"In Planung";"";"11.3.2024";"Wind";"5500";"5500";"29591";"Römstedt";"SAB Projektentwicklung GmbH & Co. KG";"ABR946530241639";"25.4.2024"
"SEE986992315530";"WEA 9";"In Planung";"";"11.3.2024";"Wind";"5500";"5500";"29591";"Römstedt";"SAB Projektentwicklung GmbH & Co. KG";"ABR946530241639";"25.4.2024"
"SEE992497086998";"WEA 10";"In Planung";"";"11.3.2024";"Wind";"5500";"5500";"29591";"Römstedt";"SAB Projektentwicklung GmbH & Co. KG";"ABR946530241639";"25.4.2024"
"SEE928970474853";"WEA 11";"In Planung";"";"11.3.2024";"Wind";"5500";"5500";"29591";"Römstedt";"SAB Projektentwicklung GmbH & Co. KG";"ABR946530241639";"25.4.2024"
"SEE908384232720";"WEA 12";"In Planung";"";"11.3.2024";"Wind";"5500";"5500";"29591";"Römstedt";"SAB Projektentwicklung GmbH & Co. KG";"ABR946530241639";"25.4.2024"
"SEE985864718912";"WP Uehrde WEA3";"In Betrieb";"7.3.2024";"8.3.2024";"Wind";"6800";"6800";"38170";"Uehrde";"Uehrde Landwind 03 GmbH & Co. KG";"ABR925237372099";"10.6.2024"
"SEE911334335839";"WEA 2";"In Planung";"";"8.3.2024";"Wind";"5500";"5500";"59955";"Winterberg";"Energiekontor AG";"ABR944401108647";"8.3.2024"
"SEE963895509860";"Holsthum WEA 01";"In Planung";"";"8.3.2024";"Wind";"5600";"5600";"54668";"Holsthum";"JUWI GmbH";"ABR941190092140";"8.3.2024"
"SEE924677875658";"WEA 3";"In Planung";"";"8.3.2024";"Wind";"5500";"5500";"59955";"Winterberg";"Energiekontor AG";"ABR944401108647";"8.3.2024"
"SEE912824495309";"Holsthum WEA 02";"In Planung";"";"8.3.2024";"Wind";"5600";"5600";"54668";"Holsthum";"JUWI GmbH";"ABR941190092140";"8.3.2024"
"SEE984201276993";"Holsthum WEA 03";"In Planung";"";"8.3.2024";"Wind";"5600";"5600";"54668";"Alsdorf";"JUWI GmbH";"ABR941190092140";"8.3.2024"
"SEE972892558153";"G20-2021-133_WKA 2";"In Planung";"";"8.3.2024";"Wind";"6000";"6000";"24622";"Gnutz";"BWP GT Betriebs GmbH & Co. KG";"ABR976596735940";"15.7.2024"
"SEE992683464258";"WEA 2";"In Planung";"";"8.3.2024";"Wind";"5700";"5700";"34479";"Breuna";"innoVent WP Breuna GmbH & Co. KG";"ABR995226745562";"8.3.2024"
"SEE994863022111";"G20-2021-134_WKA 3";"In Planung";"";"8.3.2024";"Wind";"6000";"6000";"24622";"Gnutz";"BWP GT Betriebs GmbH & Co. KG";"ABR976596735940";"15.7.2024"
"SEE949887860232";"G20-2021-135_WKA 4";"In Planung";"";"8.3.2024";"Wind";"6000";"6000";"24622";"Gnutz";"BWP GT Betriebs GmbH & Co. KG";"ABR976596735940";"15.7.2024"
"SEE977514369384";"G20-2021-136_WKA 5";"In Planung";"";"8.3.2024";"Wind";"6000";"6000";"24622";"Gnutz";"BWP GT Betriebs GmbH & Co. KG";"ABR976596735940";"15.7.2024"
"SEE995149056851";"WEA 3";"In Planung";"";"8.3.2024";"Wind";"5700";"5700";"34479";"Breuna";"innoVent WP Breuna GmbH & Co. KG";"ABR995226745562";"8.3.2024"
"SEE913066677010";"G20-2021-137_WKA 6";"In Planung";"";"8.3.2024";"Wind";"6000";"6000";"24622";"Gnutz";"BWP GT Betriebs GmbH & Co. KG";"ABR976596735940";"15.7.2024"
"SEE907853956099";"WEA 4";"In Planung";"";"8.3.2024";"Wind";"5700";"5700";"34479";"Breuna";"innoVent WP Breuna GmbH & Co. KG";"ABR995226745562";"8.3.2024"
"SEE958854010884";"WEA 5";"In Planung";"";"8.3.2024";"Wind";"5700";"5700";"34479";"Breuna";"innoVent WP Breuna GmbH & Co. KG";"ABR995226745562";"8.3.2024"
"SEE919198026719";"G20-2021-138_WKA 7";"In Planung";"";"8.3.2024";"Wind";"6000";"6000";"24622";"Gnutz";"BWP GT Betriebs GmbH & Co. KG";"ABR976596735940";"15.7.2024"
"SEE932437890193";"G20-2021-139_WKA 8";"In Planung";"";"8.3.2024";"Wind";"6000";"6000";"24644";"Timmaspe";"BWP GT Betriebs GmbH & Co. KG";"ABR976596735940";"15.7.2024"
"SEE932449164480";"G20-2021-140_WKA 9";"In Planung";"";"8.3.2024";"Wind";"6000";"6000";"24644";"Timmaspe";"BWP GT Betriebs GmbH & Co. KG";"ABR976596735940";"15.7.2024"
"SEE942824325894";"G20-2021-141_WKA 10";"In Planung";"";"8.3.2024";"Wind";"6000";"6000";"24644";"Timmaspe";"BWP GT Betriebs GmbH & Co. KG";"ABR976596735940";"15.7.2024"
"SEE991674520171";"G20-2021-142_WKA 11";"In Planung";"";"8.3.2024";"Wind";"6000";"6000";"24644";"Timmaspe";"BWP GT Betriebs GmbH & Co. KG";"ABR976596735940";"15.7.2024"
"SEE946190432552";"WEA 1";"In Planung";"";"7.3.2024";"Wind";"5500";"5500";"59955";"Winterberg";"Energiekontor AG";"ABR944401108647";"7.3.2024"
"SEE956811164335";"Windkraft 2024";"In Planung";"";"7.3.2024";"Wind";"10";"10";"21734";"Oederquart";"(natürliche Person)";"ABR937553321873";"7.3.2024"
"SEE921383352992";"WEA 1";"In Planung";"";"7.3.2024";"Wind";"5700";"5700";"34479";"Breuna";"innoVent WP Breuna GmbH & Co. KG";"ABR995226745562";"7.3.2024"
"SEE959145126222";"BEA-WEA-2";"In Planung";"";"7.3.2024";"Wind";"4260";"4260";"97237";"Altertheim";"Bürger-Energie Altertheim eG";"ABR986403217668";"7.3.2024"
"SEE917406971257";"Prötzel II WEA 5";"In Betrieb";"6.3.2024";"6.3.2024";"Wind";"4200";"4200";"15345";"Prötzel";"EnBW Windkraftprojekte GmbH";"ABR986645205263";"6.3.2024"
"SEE960212857314";"92518";"In Betrieb";"26.2.2024";"6.3.2024";"Wind";"4500";"4500";"32351";"Stemwede";"enercity Erneuerbare Tiefenriede GmbH & Co. KG";"ABR954297833578";"25.10.2024"
"SEE968661747842";"Prötzel II WEA 1";"In Betrieb";"4.3.2024";"5.3.2024";"Wind";"4200";"4200";"15345";"Prötzel";"EnBW Windkraftprojekte GmbH";"ABR986645205263";"5.3.2024"
"SEE961661554649";"Prötzel II WEA 2";"In Betrieb";"27.2.2024";"5.3.2024";"Wind";"4200";"4200";"15345";"Prötzel";"EnBW Windkraftprojekte GmbH";"ABR986645205263";"5.3.2024"
"SEE936607311570";"Prötzel II WEA 3";"In Betrieb";"4.3.2024";"5.3.2024";"Wind";"4200";"4200";"15345";"Prötzel";"EnBW Windkraftprojekte GmbH";"ABR986645205263";"5.3.2024"
"SEE951057869129";"PEL4B";"In Betrieb";"28.2.2024";"5.3.2024";"Wind";"5500";"5500";"54331";"Pellingen";"WEAG Windkraft Berndroth GmbH";"ABR927425602001";"11.6.2024"
"SEE964562280884";"92519";"In Betrieb";"28.2.2024";"5.3.2024";"Wind";"4500";"4500";"32351";"Stemwede";"enercity Erneuerbare Tiefenriede GmbH & Co. KG";"ABR954297833578";"25.10.2024"
"SEE999646849473";"Altertheim 1";"In Planung";"";"5.3.2024";"Wind";"4260";"4260";"97237";"Altertheim";"Windpark Altertheim 1 GmbH & Co. KG";"ABR940605219646";"28.8.2024"
"SEE973946065078";"Freudenberg WEA 4";"In Planung";"";"5.3.2024";"Wind";"5600";"5600";"16259";"Beiersdorf-Freudenberg";"EnnaX 50 UG (haftungsbeschränkt)";"ABR966724179302";"5.3.2024"
"SEE993164127938";"Altertheim 2";"In Planung";"";"5.3.2024";"Wind";"4260";"4260";"97237";"Altertheim";"Windpark Altertheim 2 GmbH & Co. KG";"ABR937611979718";"28.8.2024"
"SEE927899661894";"Freudenberg WEA 4";"In Planung";"";"5.3.2024";"Wind";"5600";"5600";"16259";"Beiersdorf-Freudenberg";"Green Invest 3000 GmbH & Co. EnnaX Zweiunddreißigste KG";"ABR927309778013";"5.3.2024"
"SEE957824792911";"Freudenberg WEA 5";"In Planung";"";"5.3.2024";"Wind";"5600";"5600";"16259";"Beiersdorf-Freudenberg";"Green Invest 3000 GmbH & Co. EnnaX Zweiunddreißigste KG";"ABR927309778013";"5.3.2024"
"SEE979442596252";"SkyWind1";"In Betrieb";"5.3.2024";"5.3.2024";"Wind";"1";"1";"90559";"Burgthann";"(natürliche Person)";"ABR945393251380";"12.6.2024"
"SEE907830035281";"ABO Wind WP Berglicht Repowering WEA 3";"In Betrieb";"2.3.2024";"4.3.2024";"Wind";"6600";"6600";"54426";"Berglicht";"CEE Windpark Berglicht GmbH & Co. KG";"ABR954232911026";"4.3.2024"
"SEE955101511231";"WKA 4 EBL";"In Betrieb";"27.2.2024";"4.3.2024";"Wind";"6200";"6200";"06246";"Bad Lauchstädt";"Energiepark Bad Lauchstädt GmbH";"ABR945070183720";"21.10.2024"
"SEE901695502681";"Microwindkraftanlage";"In Betrieb";"4.3.2024";"4.3.2024";"Wind";"1";"1";"21726";"Oldendorf";"(natürliche Person)";"ABR907464667353";"4.3.2024"
"SEE927307535328";"Windtaler VI GmbH & Co. KG";"In Planung";"";"4.3.2024";"Wind";"6000";"6000";"49757";"Werlte";"Windtaler VI GmbH & Co.KG";"ABR907546499964";"4.3.2024"
"SEE958483468650";"MKS Wind";"In Planung";"";"4.3.2024";"Wind";"1";"1";"95032";"Hof";"(natürliche Person)";"ABR967742016570";"4.3.2024"
"SEE982841879673";"F7 Fuchsberg 7";"In Planung";"";"4.3.2024";"Wind";"6000";"6000";"17291";"Schönfeld";"ENERTRAG SE";"ABR912499302384";"4.3.2024"
"SEE916334766300";"F8 Fuchsberg 8";"In Planung";"";"4.3.2024";"Wind";"6000";"6000";"17291";"Schönfeld";"ENERTRAG SE";"ABR912499302384";"4.3.2024"
"SEE966505836103";"F9 Fuchsberg 9";"In Planung";"";"4.3.2024";"Wind";"6000";"6000";"17291";"Schönfeld";"ENERTRAG SE";"ABR912499302384";"4.3.2024"
"SEE950802974347";"WKA Hagen-Hobräck (Mollberg)";"In Planung";"";"4.3.2024";"Wind";"4260";"4260";"58093";"Hagen";"Mark-E Aktiengesellschaft";"ABR940486198085";"11.4.2024"
"SEE931313710792";"WKA Hagen-Sürenhagen";"In Planung";"";"4.3.2024";"Wind";"2300";"2300";"58093";"Hagen";"Mark-E Aktiengesellschaft";"ABR940486198085";"11.4.2024"
"SEE932645715370";"WKA Hagen-Wiggenhagen";"In Planung";"";"4.3.2024";"Wind";"2300";"2300";"58093";"Hagen";"Mark-E Aktiengesellschaft";"ABR940486198085";"11.4.2024"
"SEE923115591020";"Wind-Neuwaldburg";"In Planung";"";"3.3.2024";"Wind";"3";"3";"88289";"Waldburg";"(natürliche Person)";"ABR908548277413";"3.3.2024"
"SEE915601149723";"SkyWind NG";"In Betrieb";"28.2.2024";"3.3.2024";"Wind";"1";"1";"65232";"Taunusstein";"(natürliche Person)";"ABR962712521481";"3.3.2024"
"SEE988161940567";"PSW Kleinwindanlage";"In Betrieb";"2.3.2024";"2.3.2024";"Wind";"10";"10";"24872";"Groß Rheide";"(natürliche Person)";"ABR990998979108";"21.10.2024"
"SEE957030434056";"Suderwittingen-WEA-1";"In Planung";"";"2.3.2024";"Wind";"7200";"7200";"29378";"Wittingen";"wpd Windenergieanlage Suderwittingen GmbH & Co. KG";"ABR924444783773";"11.3.2024"
"SEE945449096828";"WEA Bow 03";"In Betrieb";"29.2.2024";"1.3.2024";"Wind";"6000";"6000";"29575";"Altenmedingen";"UGE Am Kesterberg GmbH & Co. KG Umweltgerechte Energie";"ABR925055351955";"18.6.2024"
"SEE970975864832";"Windpark Schwalmtal Neu WEA 1";"In Betrieb";"1.3.2024";"1.3.2024";"Wind";"5500";"5500";"41366";"Schwalmtal";"MLK Windpark Schwalmtal Nr. 80 GmbH & Co. KG";"ABR967518303026";"1.3.2024"
"SEE907793096923";"Step 1";"In Betrieb";"1.3.2024";"1.3.2024";"Wind";"5700";"5700";"47608";"Geldern";"Heideenergie GmbH & Co. KG";"ABR960962125510";"21.3.2024"
"SEE923335246571";"Step 2";"In Betrieb";"1.3.2024";"1.3.2024";"Wind";"5700";"5700";"47608";"Geldern";"Heideenergie GmbH & Co. KG";"ABR960962125510";"25.3.2024"
"SEE945168113479";"Step 3";"In Betrieb";"1.3.2024";"1.3.2024";"Wind";"5700";"5700";"47608";"Geldern";"Heideenergie GmbH & Co. KG";"ABR960962125510";"25.3.2024"
"SEE948137233369";"SkyWind NG";"In Betrieb";"1.3.2024";"1.3.2024";"Wind";"1";"1";"31515";"Wunstorf";"(natürliche Person)";"ABR900926743480";"1.3.2024"
"SEE915873565054";"Windrad";"In Betrieb";"19.1.2024";"1.3.2024";"Wind";"1";"1";"04779";"Wermsdorf";"(natürliche Person)";"ABR940928458524";"17.4.2024"
"SEE917593753834";"BWP Sprüng Repowering - WEA 5";"In Betrieb";"26.2.2024";"29.2.2024";"Wind";"4200";"4200";"25872";"Wittbek";"Bürgerwindpark Sprüng Repowering GmbH & Co. KG";"ABR987617216157";"3.5.2024"
"SEE910770306106";"Flachswehl E115";"In Planung";"";"29.2.2024";"Wind";"4200";"4200";"25764";"Reinsbüttel";"Fahrengreth Windpark";"ABR942354026759";"29.2.2024"
"SEE984272177441";"WEA 02";"In Planung";"";"28.2.2024";"Wind";"5560";"5560";"56237";"Wittgert";"BayWa r.e. Wind GmbH";"ABR932682301871";"28.2.2024"
"SEE920422933673";"WEA 03";"In Planung";"";"28.2.2024";"Wind";"5560";"5560";"56237";"Wittgert";"BayWa r.e. Wind GmbH";"ABR932682301871";"28.2.2024"
"SEE986742691730";"WEA 06";"In Planung";"";"28.2.2024";"Wind";"5560";"5560";"56237";"Wittgert";"BayWa r.e. Wind GmbH";"ABR932682301871";"28.2.2024"
"SEE953747570094";"Windrad";"In Planung";"";"28.2.2024";"Wind";"1";"1";"32699";"Extertal";"(natürliche Person)";"ABR939944325514";"29.4.2024"
"SEE948197369923";"V243424";"In Betrieb";"27.2.2024";"27.2.2024";"Wind";"6000";"6000";"17291";"Prenzlau";"MLK Windfeld Wollenthin Nr. 79 GmbH & Co. KG";"ABR977288913936";"13.5.2024"
"SEE982144255273";"Prötzel II WEA 10";"In Betrieb";"21.2.2024";"27.2.2024";"Wind";"4200";"4200";"15345";"Prötzel";"EnBW Windkraftprojekte GmbH";"ABR986645205263";"27.2.2024"
"SEE911738344963";"Prötzel II WEA 11";"In Betrieb";"26.2.2024";"27.2.2024";"Wind";"4200";"4200";"15345";"Prötzel";"EnBW Windkraftprojekte GmbH";"ABR986645205263";"27.2.2024"
"SEE965154610416";"247260";"In Betrieb";"20.2.2024";"26.2.2024";"Wind";"3600";"3600";"24638";"Schmalensee";"Windpark Schmalensee GmbH & Co. KG";"ABR966296250072";"16.7.2024"
"SEE944856227023";"Windpark Ostbevern SWI - WEA 2";"In Betrieb";"22.2.2024";"26.2.2024";"Wind";"4200";"4200";"48346";"Ostbevern";"Windpark Ostbevern PB GmbH & Co. KG";"ABR966147167016";"12.9.2024"
"SEE972888919364";"WEA 52";"In Betrieb";"26.1.2024";"26.2.2024";"Wind";"6200";"6200";"39517";"Tangerhütte";"Windpark Bellingen";"ABR955952868805";"15.4.2024"
"SEE979300052739";"Windkraftanlage";"In Betrieb";"6.2.2024";"26.2.2024";"Wind";"2";"2";"48282";"Emsdetten";"(natürliche Person)";"ABR973142654557";"26.2.2024"
"SEE979090840165";"K3 Koppelsee 3";"In Planung";"";"26.2.2024";"Wind";"4260";"4260";"17291";"Uckerfelde";"ENERTRAG SE";"ABR912499302384";"26.2.2024"
"SEE906118628085";"ElvWiS I ALUMINIUM mit Generator";"Endgültig stillgelegt";"25.2.2024";"25.2.2024";"Wind";"0,1";"0,1";"41849";"Wassenberg";"(natürliche Person)";"ABR902566897264";"10.9.2024"
"SEE977732248683";"WEA Krempin";"In Betrieb";"13.2.2024";"23.2.2024";"Wind";"5560";"5560";"18233";"Carinerland";"WIND-projekt GmbH & Co. 36. Betriebs-KG";"ABR994258404577";"3.4.2024"
"SEE998916145505";"Sundern WEA 01";"In Planung";"";"23.2.2024";"Wind";"2500";"2500";"59846";"Sundern";"Alterric Deutschland GmbH";"ABR927397646904";"23.2.2024"
"SEE907083492855";"Windpark Blasbach WEA 1";"In Betrieb";"22.2.2024";"22.2.2024";"Wind";"4200";"4200";"35585";"Wetzlar";"Windenergiepark Wetzlar GmbH";"ABR958381650287";"26.3.2024"
"SEE938706858024";"Windpark Blasbach WEA 2";"In Betrieb";"22.2.2024";"22.2.2024";"Wind";"4200";"4200";"35585";"Wetzlar";"Windenergiepark Wetzlar GmbH";"ABR958381650287";"26.3.2024"
"SEE913956915437";"Prötzel II WEA 6";"In Betrieb";"15.2.2024";"22.2.2024";"Wind";"4200";"4200";"15345";"Prötzel";"EnBW Windkraftprojekte GmbH";"ABR986645205263";"22.2.2024"
